Time stamp sent long;Time stamp sent short [microseconds];Time stamp received long;Time stamp received short [microseconds];Infrared_FrontRight;Infrared_Rear;Infrared_RearRight;UltraSonic_FrontCenter;UltraSonic_FrontRight;UltraSonic_RearRight
2017-02-09 19:58:04.685157;1486670284685157;2017-02-09 19:58:04.685838;1486670284685838;-1;-1;2.41155;-1;-1;-1
2017-02-09 19:58:04.780334;1486670284780334;2017-02-09 19:58:04.780974;1486670284780974;-1;-1;2.47456;-1;-1;-1
2017-02-09 19:58:04.879639;1486670284879639;2017-02-09 19:58:04.880342;1486670284880342;-1;-1;2.53481;-1;-1;-1
2017-02-09 19:58:04.977673;1486670284977673;2017-02-09 19:58:04.983882;1486670284983882;-1;-1;2.59248;-1;-1;-1
2017-02-09 19:58:05.80569;1486670285080569;2017-02-09 19:58:05.81257;1486670285081257;-1;-1;2.64751;-1;-1;-1
2017-02-09 19:58:05.178447;1486670285178447;2017-02-09 19:58:05.183576;1486670285183576;-1;-1;2.70162;-1;-1;-1
2017-02-09 19:58:05.288203;1486670285288203;2017-02-09 19:58:05.289186;1486670285289186;-1;-1;2.75179;-1;-1;-1
2017-02-09 19:58:05.383167;1486670285383167;2017-02-09 19:58:05.385478;1486670285385478;-1;-1;2.80188;-1;-1;-1
2017-02-09 19:58:05.481918;1486670285481918;2017-02-09 19:58:05.483027;1486670285483027;-1;-1;2.84835;-1;-1;-1
2017-02-09 19:58:05.582789;1486670285582789;2017-02-09 19:58:05.584002;1486670285584002;-1;-1;2.89384;-1;-1;-1
2017-02-09 19:58:05.680571;1486670285680571;2017-02-09 19:58:05.681325;1486670285681325;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:05.779000;1486670285779000;2017-02-09 19:58:05.780057;1486670285780057;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:05.884670;1486670285884670;2017-02-09 19:58:05.886325;1486670285886325;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:05.979929;1486670285979929;2017-02-09 19:58:05.980601;1486670285980601;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:06.81735;1486670286081735;2017-02-09 19:58:06.82655;1486670286082655;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:06.178076;1486670286178076;2017-02-09 19:58:06.191007;1486670286191007;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:06.278489;1486670286278489;2017-02-09 19:58:06.285806;1486670286285806;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:06.386893;1486670286386893;2017-02-09 19:58:06.389892;1486670286389892;-1;-1;-1;-1;-1;35.292
2017-02-09 19:58:06.478662;1486670286478662;2017-02-09 19:58:06.479349;1486670286479349;-1;-1;-1;-1;-1;33.5056
2017-02-09 19:58:06.578087;1486670286578087;2017-02-09 19:58:06.580484;1486670286580484;-1;-1;-1;-1;-1;31.8877
2017-02-09 19:58:06.680293;1486670286680293;2017-02-09 19:58:06.681298;1486670286681298;-1;-1;-1;-1;-1;30.4339
2017-02-09 19:58:06.780276;1486670286780276;2017-02-09 19:58:06.787615;1486670286787615;-1;-1;-1;-1;-1;29.76
2017-02-09 19:58:06.878623;1486670286878623;2017-02-09 19:58:06.879923;1486670286879923;-1;-1;-1;-1;-1;29.8631
2017-02-09 19:58:06.977147;1486670286977147;2017-02-09 19:58:06.979214;1486670286979214;-1;-1;-1;-1;-1;29.9665
2017-02-09 19:58:07.82768;1486670287082768;2017-02-09 19:58:07.84036;1486670287084036;-1;-1;-1;-1;-1;30.0705
2017-02-09 19:58:07.179461;1486670287179461;2017-02-09 19:58:07.186933;1486670287186933;-1;-1;-1;-1;-1;30.1754
2017-02-09 19:58:07.277353;1486670287277353;2017-02-09 19:58:07.278643;1486670287278643;-1;-1;-1;-1;-1;30.2803
